time,value
1.7095,0.85301828
1.70955,0.91205359
1.7096,0.8658765
1.70965,0.84655827
1.7097,0.91896445
1.70975,0.93679422
1.7098,0.86892122
1.70985,0.88214993
1.7099,0.92422628
1.70995,0.87635082
1.71,0.8277033
1.71005,0.85980558
1.7101,0.90396321
1.71015,0.85800225
1.7102,0.83250815
1.71025,0.89190167
1.7103,0.89819491
1.71035,0.85105437
1.7104,0.8635729
1.71045,0.90589625
1.7105,0.88013041
1.71055,0.8492263
1.7106,0.90690911
1.71065,0.91903234
1.7107,0.85871243
1.71075,0.90639031
1.7108,0.97515267
1.71085,0.90129519
1.7109,0.85389525
1.71095,0.90771812
1.711,0.90822458
1.71105,0.86886561
1.7111,0.91489452
1.71115,0.94474876
1.7112,0.90341353
1.71125,0.90154845
1.7113,0.93740565
1.71135,0.91937822
1.7114,0.87864202
1.71145,0.87371987
1.7115,0.89258105
1.71155,0.88543552
1.7116,0.86952025
1.71165,0.87833327
1.7117,0.91253531
1.71175,0.91419667
1.7118,0.89941156
1.71185,0.90396935
1.7119,0.90178311
1.71195,0.85761315
1.712,0.84965241
1.71205,0.88044542
1.7121,0.90107286
1.71215,0.88068628
1.7122,0.87359017
1.71225,0.89755881
1.7123,0.88450915
1.71235,0.84406322
1.7124,0.84477967
1.71245,0.87775272
1.7125,0.88741183
1.71255,0.89017862
1.7126,0.91060227
1.71265,0.92582583
1.7127,0.91932881
1.71275,0.90375936
1.7128,0.91348022
1.71285,0.91439426
1.7129,0.88672626
1.71295,0.89263046
1.713,0.91519094
1.71305,0.90818751
1.7131,0.89762056
1.71315,0.90238833
1.7132,0.89997357
1.71325,0.88730067
1.7133,0.8848241
1.71335,0.89599013
1.7134,0.88575667
1.71345,0.87572086
1.7135,0.8785556
1.71355,0.87572086
1.7136,0.86111486
1.71365,0.88326776
1.7137,0.90405583
1.71375,0.8910988
1.7138,0.87670898
1.71385,0.88669538
1.7139,0.90210426
1.71395,0.8891843
1.714,0.87840736
1.71405,0.88312572
1.7141,0.86288732
1.71415,0.8726576
1.7142,0.89690417
1.71425,0.89822578
1.7143,0.890333
1.71435,0.88518232
1.7144,0.88793677
1.71445,0.90222776
1.7145,0.91532683
1.71455,0.9057048
1.7146,0.89556396
1.71465,0.89473021
1.7147,0.89978832
1.71475,0.90561831
1.7148,0.8978923
1.71485,0.89362478
1.7149,0.8936618
1.71495,0.89796638
1.715,0.90369147
1.71505,0.88822705
1.7151,0.88017982
1.71515,0.89208698
1.7152,0.89024657
1.71525,0.88387918
1.7153,0.88533056
1.71535,0.88105065
1.7154,0.87234265
1.71545,0.87746245
1.7155,0.88409537
1.71555,0.88126677
1.7156,0.88539845
1.71565,0.89983153
1.7157,0.9091695
1.71575,0.91626555
1.7158,0.91252297
1.71585,0.91162747
1.7159,0.914419
1.71595,0.90881127
1.716,0.8934086
1.71605,0.89432263
1.7161,0.88722652
1.71615,0.88633722
1.7162,0.89209932
1.71625,0.89157438
1.7163,0.90029472
1.71635,0.91033053
1.7164,0.89933747
1.71645,0.88608402
1.7165,0.87335551
1.71655,0.87434977
1.7166,0.86181891
1.71665,0.86603087
1.7167,0.87895703
1.71675,0.88030952
1.7168,0.88998097
1.71685,0.89927572
1.7169,0.88917196
1.71695,0.88491672
1.717,0.86314058
1.71705,0.86896443
1.7171,0.88401508
1.71715,0.89432883
1.7172,0.89292067
1.71725,0.88704127
1.7173,0.88168675
1.71735,0.88172382
1.7174,0.88061213
1.71745,0.88503408
1.7175,0.89316773
1.71755,0.90245008
1.7176,0.90883595
1.71765,0.91797626
1.7177,0.91170776
1.71775,0.89406943
1.7178,0.9040373
1.71785,0.9126156
1.7179,0.89104939
1.71795,0.8880356
1.718,0.90306771
1.71805,0.90401876
1.7181,0.89051831
1.71815,0.90049851
1.7182,0.92244762
1.71825,0.90198076
1.7183,0.8878997
1.71835,0.90194368
1.7184,0.88683128
1.71845,0.86645705
1.7185,0.8654936
1.71855,0.86814302
1.7186,0.89265513
1.71865,0.9260605
1.7187,0.90104818
1.71875,0.8867448
1.7188,0.8875168
1.71885,0.8813718
1.7189,0.84913367
1.71895,0.85899037
1.719,0.88071716
1.71905,0.87469566
1.7191,0.87136686
1.71915,0.91579622
1.7192,0.89052445
1.71925,0.87643105
1.7193,0.88889402
1.71935,0.87883967
1.7194,0.87168801
1.71945,0.87136066
1.7195,0.89449555
1.71955,0.93566406
1.7196,0.90795285
1.71965,0.87863588
1.7197,0.90047997
1.71975,0.88604695
1.7198,0.8604911
1.71985,0.87749332
1.7199,0.91551828
1.71995,0.88025397
1.72,0.85414231
1.72005,0.90653855
1.7201,0.91038615
1.72015,0.87050837
1.7202,0.89821959
1.72025,0.92210793
1.7203,0.89714503
1.72035,0.85671145
1.7204,0.87082338
1.72045,0.91315907
1.7205,0.88500941
1.72055,0.86725372
1.7206,0.90069616
1.72065,0.92055166
1.7207,0.90056646
1.72075,0.89881867
1.7208,0.91393107
1.72085,0.88142735
1.7209,0.85223395
1.72095,0.86261559
1.721,0.8677972
1.72105,0.87660402
1.7211,0.8890484
1.72115,0.91763663
1.7212,0.92073691
1.72125,0.90052325
1.7213,0.90342587
1.72135,0.90102345
1.7214,0.88462031
1.72145,0.87409043
1.7215,0.87162626
1.72155,0.88455856
1.7216,0.89150023
1.72165,0.90405583
1.7217,0.91885942
1.72175,0.90501308
1.7218,0.89221048
1.72185,0.88909167
1.7219,0.88156945
1.72195,0.88686216
1.722,0.8882826
1.72205,0.89718825
1.7221,0.89874458
1.72215,0.89874458
1.7222,0.90190047
1.72225,0.89755261
1.7223,0.8995536
1.72235,0.89960301
1.7224,0.88678187
1.72245,0.88029099
1.7225,0.88255757
1.72255,0.89352596
1.7226,0.89048737
1.72265,0.8879059
1.7227,0.89423001
1.72275,0.89396441
1.7228,0.89445847
1.72285,0.88792443
1.7229,0.87210178
1.72295,0.87400395
1.723,0.88560843
1.72305,0.88902372
1.7231,0.88550961
1.72315,0.89155585
1.7232,0.90011561
1.72325,0.90039355
1.7233,0.90689671
1.72335,0.89512551
1.7234,0.87873471
1.72345,0.87743157
1.7235,0.89640391
1.72355,0.9024995
1.7236,0.88991302
1.72365,0.88842463
1.7237,0.8954528
1.72375,0.90881747
1.7238,0.91286266
1.72385,0.89623713
1.7239,0.88925838
1.72395,0.88768357
1.724,0.878043
1.72405,0.88634956
1.7241,0.89711416
1.72415,0.88909781
1.7242,0.8857258
1.72425,0.89466232
1.7243,0.89615071
1.72435,0.90010941
1.7244,0.89687943
1.72445,0.88856667
1.7245,0.88240314
1.72455,0.8881591
1.7246,0.8798402
1.72465,0.88030952
1.7247,0.90716231
1.72475,0.90727967
1.7248,0.89619392
1.72485,0.89928186
1.7249,0.89697206
1.72495,0.88658422
1.725,0.8909753
1.72505,0.89848518
1.7251,0.89786142
1.72515,0.90308005
1.7252,0.9105714
1.72525,0.90563071
1.7253,0.90003532
1.72535,0.8748439
1.7254,0.86990935
1.72545,0.88692391
1.7255,0.88720798
1.72555,0.8779133
1.7256,0.88563317
1.72565,0.89247602
1.7257,0.8910988
1.72575,0.89663857
1.7258,0.89397681
1.72585,0.87319493
1.7259,0.88225496
1.72595,0.89250076
1.726,0.87199062
1.72605,0.87020576
1.7261,0.89165467
1.72615,0.88812822
1.7262,0.89179671
1.72625,0.91465986
1.7263,0.90958327
1.72635,0.87728333
1.7264,0.8912285
1.72645,0.9046796
1.7265,0.89035153
1.72655,0.88627547
1.7266,0.89140141
1.72665,0.90421641
1.7267,0.90823692
1.72675,0.89896071
1.7268,0.90239453
1.72685,0.90525395
1.7269,0.88307631
1.72695,0.88289106
1.727,0.90734142
1.72705,0.90162873
1.7271,0.87859881
1.72715,0.89449555
1.7272,0.89905953
1.72725,0.88229197
1.7273,0.88440412
1.72735,0.89797878
1.7274,0.88563931
1.72745,0.88274282
1.7275,0.90588391
1.72755,0.90559977
1.7276,0.88988835
1.72765,0.89467466
1.7277,0.88891256
1.72775,0.87872851
1.7278,0.88919663
1.72785,0.9056986
1.7279,0.89486611
1.72795,0.88680041
1.728,0.88533056
1.72805,0.88962275
1.7281,0.8962186
1.72815,0.89749086
1.7282,0.88885081
1.72825,0.88871491
1.7283,0.89631742
1.72835,0.90369147
1.7284,0.89625567
1.72845,0.88562077
1.7285,0.87738836
1.72855,0.88302076
1.7286,0.88053185
1.72865,0.87958694
1.7287,0.89108646
1.72875,0.90876186
1.7288,0.9073661
1.72885,0.9101885
1.7289,0.89713883
1.72895,0.8797105
1.729,0.87059486
1.72905,0.88849878
1.7291,0.89553928
1.72915,0.9068535
1.7292,0.91651875
1.72925,0.92057633
1.7293,0.89944863
1.72935,0.87581968
1.7294,0.85918182
1.72945,0.86174482
1.7295,0.87596786
1.72955,0.87310845
1.7296,0.9110902
1.72965,0.9611581
1.7297,0.91561711
1.72975,0.87773418
1.7298,0.90104818
1.72985,0.8697179
1.7299,0.83066154
1.72995,0.87742537
1.73,0.93014896
1.73005,0.88099504
1.7301,0.88423121
1.73015,0.94866431
1.7302,0.91656816
1.73025,0.84434736
1.7303,0.89114207
1.73035,0.90934241
1.7304,0.79813313
1.73045,0.81049728
1.7305,0.9529627
1.73055,0.98635572
1.7306,0.92232412
1.73065,0.91096663
1.7307,0.95010942
1.73075,0.9003194
1.7308,0.80447578
1.73085,0.83465117
1.7309,0.91019464
1.73095,0.85156077
1.731,0.8661359
1.73105,1.0096883
1.7311,0.99004889
1.73115,0.86387551
1.7312,0.91766751
1.73125,0.97055161
1.7313,0.88050717
1.73135,0.85142487
1.7314,0.9322117
1.73145,0.88869637
1.7315,0.81583941
1.73155,0.86698812
1.7316,0.91604942
1.73165,0.87788242
1.7317,0.861646
1.73175,0.91104078
1.7318,0.9176119
1.73185,0.86821097
1.7319,0.83739948
1.73195,0.8922537
1.732,0.87771565
1.73205,0.7942794
1.7321,0.81548125
1.73215,0.91346169
1.7322,0.8498562
1.73225,0.82715368
1.7323,0.92920405
1.73235,0.93497235
1.7324,0.84867662
1.73245,0.87923491
1.7325,0.92332458
1.73255,0.88804173
1.7326,0.87420774
1.73265,0.93384832
1.7327,0.92313313
1.73275,0.8816312
1.7328,0.88388538
1.73285,0.9119857
1.7329,0.90568626
1.73295,0.89946717
1.733,0.92418307
1.73305,0.93880755
1.7331,0.91404223
1.73315,0.91604322
1.7332,0.91790217
1.73325,0.88814056
1.7333,0.83993155
1.73335,0.86168921
1.7334,0.88323689
1.73345,0.86842096
1.7335,0.87540591
1.73355,0.92306525
1.7336,0.90637177
1.73365,0.87583822
1.7337,0.89067268
1.73375,0.91085547
1.7338,0.88922137
1.73385,0.88091475
1.7339,0.89744765
1.73395,0.89700913
1.734,0.88190293
1.73405,0.882644
1.7341,0.90879893
1.73415,0.9034012
1.7342,0.87691277
1.73425,0.90191281
1.7343,0.92938316
1.73435,0.90191895
1.7344,0.90305531
1.73445,0.91520947
1.7345,0.90358645
1.73455,0.87745011
1.7346,0.88810349
1.73465,0.8992942
1.7347,0.88181025
1.73475,0.87782067
1.7348,0.89816403
1.73485,0.89907187
1.7349,0.88885081
1.73495,0.88244641
1.735,0.8880356
1.73505,0.87505388
1.7351,0.86604321
1.73515,0.88245875
1.7352,0.90282065
1.73525,0.89393353
1.7353,0.86522186
1.73535,0.87372601
1.7354,0.88396567
1.73545,0.86565417
1.7355,0.87249088
1.73555,0.90375322
1.7356,0.90758228
1.73565,0.89728087
1.7357,0.8991769
1.73575,0.90543306
1.7358,0.88967836
1.73585,0.87770331
1.7359,0.8835519
1.73595,0.88407683
1.736,0.88811588
1.73605,0.89332211
1.7361,0.89713264
1.73615,0.89903486
1.7362,0.90626681
1.73625,0.90868157
1.7363,0.88458323
1.73635,0.87140393
1.7364,0.88026631
1.73645,0.89492786
1.7365,0.8984111
1.73655,0.89679301
1.7366,0.90861982
1.73665,0.9095462
1.7367,0.88964748
1.73675,0.90026385
1.7368,0.90322208
1.73685,0.89064795
1.7369,0.88250816
1.73695,0.88436091
1.737,0.89615071
1.73705,0.89603335
1.7371,0.88762796
1.73715,0.8955825
1.7372,0.89577395
1.73725,0.88911635
1.7373,0.88613957
1.73735,0.88042688
1.7374,0.87000197
1.73745,0.87213886
1.7375,0.89129025
1.73755,0.89119762
1.7376,0.88659042
1.73765,0.90150517
1.7377,0.91307878
1.73775,0.90099877
1.7378,0.89124703
1.73785,0.88579988
1.7379,0.87631375
1.73795,0.87250322
1.738,0.88936341
1.73805,0.89887428
1.7381,0.90138787
1.73815,0.90285152
1.7382,0.9007023
1.73825,0.8812483
1.7383,0.87053311
1.73835,0.88434237
1.7384,0.88157558
1.73845,0.86617291
1.7385,0.8822611
1.73855,0.89607042
1.7386,0.8904565
1.73865,0.88756001
1.7387,0.89010447
1.73875,0.87887055
1.7388,0.85840368
1.73885,0.86759341
1.7389,0.89390886
1.73895,0.88307631
1.739,0.87234265
1.73905,0.88754147
1.7391,0.90171516
1.73915,0.89804667
1.7392,0.89852226
1.73925,0.89260572
1.7393,0.87877792
1.73935,0.88447207
1.7394,0.9141596
1.73945,0.91270822
1.7395,0.90253037
1.73955,0.90199924
1.7396,0.89860255
1.73965,0.89653361
1.7397,0.89787996
1.73975,0.91488832
1.7398,0.91240561
1.73985,0.90973765
1.7399,0.9174822
1.73995,0.90897185
1.74,0.89550841
1.74005,0.89025271
1.7401,0.89201903
1.74015,0.89676213
1.7402,0.89620626
1.74025,0.88783175
1.7403,0.87210178
1.74035,0.87205237
1.7404,0.8835395
1.74045,0.87316406
1.7405,0.87335551
1.74055,0.87319493
1.7406,0.87152123
1.74065,0.91316527
1.7407,0.90871865
1.74075,0.86276382
1.7408,0.86034906
1.74085,0.88079745
1.7409,0.87447333
1.74095,0.86860007
1.741,0.89913982
1.74105,0.89897305
1.7411,0.89100617
