time,value
0.40565,0.89509463
0.4057,0.90516746
0.40575,0.89527375
0.4058,0.87479758
0.40585,0.88230741
0.4059,0.88421267
0.40595,0.87529165
0.406,0.89030832
0.40605,0.9050625
0.4061,0.89129955
0.40615,0.89027745
0.4062,0.90078568
0.40625,0.8941806
0.4063,0.87396997
0.40635,0.88710916
0.4064,0.89923555
0.40645,0.8854664
0.4065,0.88609016
0.40655,0.89973891
0.4066,0.90375322
0.40665,0.89631128
0.4067,0.88564861
0.40675,0.88946527
0.4068,0.89806521
0.40685,0.89954436
0.4069,0.89846665
0.40695,0.88550347
0.407,0.8861149
0.40705,0.89803433
0.4071,0.89645946
0.40715,0.88865626
0.4072,0.88193071
0.40725,0.88825172
0.4073,0.89146626
0.40735,0.89209932
0.4074,0.89398295
0.40745,0.88490129
0.4075,0.8835395
0.40755,0.88635266
0.4076,0.88606852
0.40765,0.88510513
0.4077,0.8830424
0.40775,0.88876742
0.4078,0.8944276
0.40785,0.89703387
0.4079,0.89727163
0.40795,0.89378226
0.408,0.88898665
0.40805,0.88509274
0.4081,0.88901442
0.40815,0.89153111
0.4082,0.88680041
0.40825,0.89076841
0.4083,0.88883537
0.40835,0.88282621
0.4084,0.88451535
0.40845,0.89099383
0.4085,0.89293921
0.40855,0.89080238
0.4086,0.88993156
0.40865,0.89345801
0.4087,0.89253777
0.40875,0.89409721
0.4088,0.88898665
0.40885,0.8789416
0.4089,0.8807326
0.40895,0.88843703
0.409,0.89376372
0.40905,0.89834625
0.4091,0.8999458
0.40915,0.89529842
0.4092,0.88549417
0.40925,0.8886717
0.4093,0.88563621
0.40935,0.87413055
0.4094,0.87709808
0.40945,0.89055842
0.4095,0.8931523
0.40955,0.89279103
0.4096,0.9036482
0.40965,0.9046765
0.4097,0.89101541
0.40975,0.89018786
0.4098,0.8931585
0.40985,0.87843204
0.4099,0.8704899
0.40995,0.88101667
0.41,0.88971233
0.41005,0.88857907
0.4101,0.8973859
0.41015,0.90190971
0.4102,0.89619082
0.41025,0.89578938
0.4103,0.8981517
0.41035,0.89324182
0.4104,0.89062637
0.41045,0.89035773
0.4105,0.8885389
0.41055,0.88350862
0.4106,0.88801086
0.41065,0.89740133
0.4107,0.89345491
0.41075,0.88782561
0.4108,0.89435041
0.41085,0.88904226
0.4109,0.88813132
0.41095,0.88860995
0.411,0.88946223
0.41105,0.88424355
0.4111,0.88858521
0.41115,0.90957087
0.4112,0.91102225
0.41125,0.89639771
0.4113,0.90002298
0.41135,0.89282805
0.4114,0.88500011
0.41145,0.88453692
0.4115,0.89047813
0.41155,0.88750756
0.4116,0.88446897
0.41165,0.90165341
0.4117,0.90763474
0.41175,0.89321405
0.4118,0.88717097
0.41185,0.89078385
0.4119,0.88768661
0.41195,0.88456166
0.412,0.89767921
0.41205,0.90344131
0.4121,0.90233582
0.41215,0.90306771
0.4122,0.8987816
0.41225,0.88513291
0.4123,0.87897247
0.41235,0.8798278
0.4124,0.87687576
0.41245,0.87290156
0.4125,0.8815046
0.41255,0.88743031
0.4126,0.89382237
0.41265,0.8994301
0.4127,0.89486611
0.41275,0.89031446
0.4128,0.89180905
0.41285,0.89684242
0.4129,0.9048093
0.41295,0.90002298
0.413,0.89176273
0.41305,0.89787376
0.4131,0.90710056
0.41315,0.90304607
0.4132,0.89389032
0.41325,0.89333141
0.4133,0.89201593
0.41335,0.88344997
0.4134,0.88499087
0.41345,0.88904226
0.4135,0.89375138
0.41355,0.90146816
0.4136,0.90627295
0.41365,0.90018046
0.4137,0.88811588
0.41375,0.88014281
0.4138,0.87717837
0.41385,0.87726176
0.4139,0.8793152
0.41395,0.87904042
0.414,0.88998097
0.41405,0.90823072
0.4141,0.9048124
0.41415,0.88803864
0.4142,0.885207
0.41425,0.89425468
0.4143,0.88831037
0.41435,0.88376188
0.4144,0.8922599
0.41445,0.88796455
0.4145,0.87846601
0.41455,0.90200543
0.4146,0.91596913
0.41465,0.90538985
0.4147,0.8941806
0.41475,0.8995629
0.4148,0.89557636
0.41485,0.8807264
0.4149,0.87717837
0.41495,0.88554049
0.415,0.88284475
0.41505,0.877904
0.4151,0.88922137
0.41515,0.9049297
0.4152,0.90091228
0.41525,0.89593762
0.4153,0.89428246
0.41535,0.88460177
0.4154,0.87300652
0.41545,0.88573813
0.4155,0.89663857
0.41555,0.88372791
0.4156,0.87939245
0.41565,0.89400768
0.4157,0.8989144
0.41575,0.89178741
0.4158,0.89047194
0.41585,0.88738096
0.4159,0.87114763
0.41595,0.87811399
0.416,0.89600557
0.41605,0.89047813
0.4161,0.88545096
0.41615,0.88463575
0.4162,0.9040373
0.41625,0.90267861
0.4163,0.88757545
0.41635,0.88874578
0.4164,0.89607656
0.41645,0.88181335
0.4165,0.88170838
0.41655,0.8986519
0.4166,0.8996895
0.41665,0.8756004
0.4167,0.87839192
0.41675,0.88763416
0.4168,0.88285398
0.41685,0.8794449
0.4169,0.90274966
0.41695,0.90845615
0.417,0.89565045
0.41705,0.88813132
0.4171,0.89993036
0.41715,0.89876616
0.4172,0.87712896
0.41725,0.87843513
0.4173,0.899813
0.41735,0.89573997
0.4174,0.89043802
0.41745,0.91164291
0.4175,0.91190845
0.41755,0.87468636
0.4176,0.87199372
0.41765,0.89781511
0.4177,0.89937758
0.41775,0.88256067
0.4178,0.8948229
0.41785,0.91233772
0.4179,0.89577395
0.41795,0.87738526
0.418,0.89091045
0.41805,0.89726233
0.4181,0.87224692
0.41815,0.87235498
